,SRR9224017,SRR9224018,SRR9224019c,SRR9224020,SRR9224021,SRR9224023,SRR9224024,SRR9224025,SRR9224026,SRR9224065,SRR9224066,SRR9224067,SRR9224068,SRR9224069,SRR9224070,SRR9224071,SRR9224072,SRR9224073,SRR9224074,SRR9224109,SRR9224110,SRR9224111,SRR9224112,SRR9224113,SRR9224114,SRR9224116,SRR9224118,SRR9224119,SRR9224135,SRR9224159,SRR9224160,SRR9224161,SRR9224162,SRR9224163,SRR9224164,SRR9224165,SRR9224166,SRR9224168,SRR9224169,SRR9224172,SRR9224249,SRR9224250,SRR9224251,SRR9224252,SRR9224253,SRR9224255,SRR9224256,SRR9224257,SRR9224258,SRR9224288,SRR9224291,SRR9224292,SRR9224293,SRR9224294,SRR9224295,SRR9224296,SRR9224297,SRR9224298,SRR9224299,SRR9224300,SRR9224311,SRR9224401,SRR9224403c,SRR9224404,SRR9224408,SRR9224462,SRR9224470,SRR9224471,SRR9224472,SRR9224473,SRR9224487
Bacteroides_xylanisolvens_57185_B,0.05917149181829463,0.045841783066075,0.03785390926018824,0.04963900309345437,0.06102898184818181,0.036443947372000005,0.04611550962697846,0.03556444527945806,0.059049871379673685,0.057099371631808,,0.0704998408511951,,0.03863548277088387,0.06841496356860646,0.048013477279946586,,0.06896299355588158,0.053188517202630924,0.02370781571281096,0.03352660625133333,0.028809488080758415,0.035336584284545454,0.03334505232367059,0.048954975679827276,0.019162571064622644,,0.022351655522488887,0.060980898540530765,0.05403710529269239,0.03760270913168254,0.04505977468501666,0.052788520389681085,0.05111257521771428,0.053437632501902234,0.05696718654363709,0.03839961593142466,0.032420566684557804,0.023636194728857144,0.06652928770332092,0.04311295402572857,0.05602335867356558,0.03282412266830322,,0.0214558918006125,0.04679292493323954,0.04010679172216039,0.02363065170988889,0.03305898216205699,0.03185866116667,0.05147229787112,0.03737262266328888,0.07029035166339334,0.0700682640900825,0.06149587231399091,0.05823178898659387,0.079851596236,0.03610404437151238,0.03025726140419047,0.07544824362120635,0.04408247627501136,0.011439480034416666,0.047271214817590425,0.044807388121343994,0.07147882568446079,0.050294355392595004,0.03789304377984877,0.034816057287861114,0.03890325830475,0.04558971633885488,
Ruminococcus_bicirculans_59300_A,,0.047637315437699994,0.138719885946,,0.0722458990632,0.0559552109623,,0.131578459564,0.067378515127,0.0342035617137,0.0280414418292,0.0276744124114,0.023265245279700003,0.0350191704696,0.050155429615000004,0.0581510209682,0.019743060229799998,0.0314086345131,0.029689891250200003,,,0.0230150288933,,0.19294958712299998,0.0324272107981,,,,0.028454505677200002,0.0314120076599,0.13711257216800002,0.0783286574444,0.183619187114,0.041890393160000004,0.10730289069599999,0.05960051810880001,0.030723964640099997,0.0890142565715,0.0600960801688,0.08885220277830001,,,,,,,,0.050234656072899994,0.015891141395,,,,,0.043649449064499996,0.030146572926599998,0.039403296462,0.0713587243256,0.0381644071347,0.0324057217149,0.0589151073997,,,0.0639092177983,0.0335500441775,,,0.0431520277432,0.0534154305568,0.0547182123752,0.0372198839997,0.019397736158
Bifidobacterium_adolescentis_56815_A,0.012202361253456,,0.007851502850423528,,,,0.009457105446428572,0.007613361895049999,,,,0.006280232623650001,0.015092283831820003,0.008025238553376926,0.007788242051809091,0.005928677570523078,0.031016499361,0.010994459597341175,0.009725194361200002,0.009396469647526112,0.009548346271942856,0.013290628454377083,0.010459479225625,0.007696665814566667,0.007336540592033332,0.025748268070039996,0.010811843917600001,0.015989199111353124,0.012616287212825001,0.007126321366307692,0.00888360239822857,0.008491779860166667,,,0.01296086966047461,0.006215703042329999,0.006091729048088235,,0.009143408223375,,,,,,0.01878045284828611,,0.008693988688380951,,0.004637538441969231,0.009077532930942855,,0.008849371393409999,0.010165731337466666,,,,0.009247604251680001,0.015361144922457142,0.016232677653725002,,0.011890952256613333,0.016529063637815786,0.004484591069275,0.011846058158895651,0.0058229263436333336,0.01447488856328,0.014376515929828571,0.0054581450764,0.0073279646591,0.012561020606906668,0.025142070529876926
Bifidobacterium_adolescentis_56815_B,0.038640810635943997,,0.025517384263876473,,,,0.02364276361607143,0.017764511088449998,,,,0.01465387612185,0.06036913532728001,0.026750795177923076,0.02076864547149091,0.013339524533676924,0.093049498083,0.03573199369135882,0.029175583083600007,0.024296051000973887,0.02387086567985714,0.04470484116472292,0.031378437676875,0.015393331629133335,0.014673081184066666,0.09141921149396,0.032435531752800006,0.05710428254054687,0.037848861638475007,0.016034223074192305,0.022209005995571428,0.016983559720333337,,,0.043904484405425395,0.014503307098769999,0.014620149715411762,,0.015239013705625,,,,,,0.07780473322861388,,0.027820763802819042,,0.01043446149443077,0.02269383232735714,,0.02064853325129,0.020331462674933336,,,,0.02157774325392,0.03840286230614286,0.048698032961175,,0.03270011870568667,0.04628137818588421,0.013453773207825,0.03356383145020435,0.011645852687266669,0.039805943549020006,0.03594128982457143,0.010916290152800002,0.014655929318200001,0.03454280666899334,0.05656965869222308
Dialister_invisus_61905_A,0.0489321088368,0.0369352690674,0.0231680825674,,0.035333680649099995,0.0407452937059,,0.0370143020913,0.0359755300575,,0.033410449840700004,0.025473071624099997,0.0339004319152,0.043217905256,,0.022143814409699997,,0.03694189812569999,0.0350324591822,0.0365690477206,0.0281869171635,0.0310694210168,0.0512526839102,0.0582892668726,0.0328224282787,0.039412451904,0.0638307368866,0.04616066411730001,0.0321549784,0.0728556240379,0.046848056207600006,0.0404374731636,,0.034006684457799995,0.020212596584700003,0.0315826208873,0.0463694036328,0.0476836708559,,0.032647837517400004,0.027612114019299996,,0.02222180988,,0.0564583078548,,0.0293674726015,0.0357685800567,0.0451404022325,0.0396750727585,0.0300077306877,0.024228378002400002,,,0.032907919594900005,0.0414554922551,0.0481249384369,0.032477204976400005,0.0629858821095,0.03209466793,0.0315800229658,,0.0346403878636,0.0632731752177,0.0206932197324,0.04117371268119999,,0.022688421565999997,0.0403759894709,0.044925642377199995,
Eubacterium_rectale_56927_A,,,0.006554878354444444,,,0.0114927514825375,,,,,0.031039691953966667,,0.04874639599014476,0.011111842604188285,0.009439465327885713,,0.0140391904514,0.010712435762192309,0.012211352205112498,0.009130019121037499,0.00996094613232,0.0055356210387,0.0086889734096,0.013555099405,0.013539011625440215,0.00799178928907059,0.022694497260867745,0.015019072149990001,,0.010162742766283333,0.024428834378738464,0.01451054316981111,0.0132893960444,,,0.016478186671137096,0.007349941904311112,0.014200258517657143,0.015552239307123805,,0.008199222856750002,,,,0.008190679151409088,,0.008634820179487501,0.008559978790800001,0.014330926128523075,,,0.009883664094499998,,,0.007249246723133334,,0.010290819101880002,0.017089137281433332,0.01591153042905455,0.007621553716987499,,0.018785323885045457,0.008608274259875998,,,,0.010393102290942858,,,,0.012361375251607142
Eubacterium_rectale_56927_B,,,0.008193597943055556,,,0.014776394763262502,,,,,0.06207938390793334,,0.14041738596885522,0.019877359877611717,0.015339131157814287,,0.0140391904514,0.017139897219507694,0.020352253675187497,0.015216698535062499,0.01494141919848,0.007380828051599999,0.013033460114400002,0.020332649107499996,0.025264386179559787,0.014651613696629411,0.05150956792573226,0.035044501683310005,,0.015970024347016668,0.05496487735216154,0.02280228212398889,0.0227818217904,,,0.0401489305728629,0.00918742738038889,0.018933678023542858,0.025272388874076186,,0.01147891199945,,,,0.009828814981690909,,0.0143913669658125,0.014266631318,0.03224458378917692,,,0.014119520135,,,0.011391673422066668,,0.015436228652820001,0.03417827456286667,0.02784517825084545,0.012702589528312498,,0.04025426546795454,0.015303598684223998,,,,0.013857469721257143,,,,0.022250475452892854
Parabacteroides_distasonis_56985_A,,,,,,,,,,,,,,,,,,,,0.0251084209554,0.0273149925313,0.047996958793,0.0733805179748,0.020099329292,0.0239749792304,0.047103415209300004,0.027828301492900002,0.04405696358,,0.037944388911800006,0.022470177996099995,0.0534746204813,,0.038838590437800004,0.030430246633099997,0.029326714435900004,0.06290679951809999,0.0432121874144,,,0.031000233213499997,0.028103788544099995,0.054598807221599994,,0.034275011571800004,,0.027336259024400004,0.0311364353602,0.031027174589400002,0.0556233918818,0.047918283481199996,0.0911044589997,0.0504289523386,0.0483910374601,0.0350230111476,0.0237719525335,,0.0319025857486,0.029478344293700002,0.0227398959987,0.0653648742052,,,,,,,0.0201806992872,0.0246461153141,0.0323766459851,0.018270284746400002
Bifidobacterium_bifidum_55065_A,,,,,,,,,,,,,,,,,0.0417809643224,,,,,0.011909558914399999,,,,0.025847156208000002,,,0.0209916987252,,,,,,,,,,,,,,,,0.0564145068878,,,,0.0172306858931,0.032538069336,,,,,,,,,,,0.0187457502688,0.117830473585,,,0.0317136112616,0.026178713302700003,0.053221263934899996,,,,0.0256529870042
Bacteroides_thetaiotaomicron_56941_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0221713747475,,,,,,,,0.020224670336400002,0.0399270622845,0.055667173946699997,,0.016529118929,0.0494262438284,0.0251234036529,,0.016675366243799998,0.0205223721643,,,,,,,,,,,0.021333524127700003,,,,,,,0.0203184197332,,,
Bifidobacterium_longum_57796_A,,,,,,,,,,,,,,,,,0.01641456918512609,,,0.00803064104731875,,0.008320526619714287,,,,0.016352831877428572,,,0.00872008345636,,,,,,,,,,,,,,,,0.009919628066528572,,0.0067005399796875,,,,,,,,,,,,,,,0.009744106626044443,,,,0.00817486555788,,,,,0.017839787391033337
Bifidobacterium_longum_57796_B,,,,,,,,,,,,,,,,,0.025533774287973918,,,0.01032510991798125,,0.014976947915485714,,,,0.029435097379371427,,,0.013080125184540001,,,,,,,,,,,,,,,,0.01322617075537143,,0.0111675666328125,,,,,,,,,,,,,,,0.012180133282555556,,,,0.012262298336819999,,,,,0.03567957478206667
Faecalibacterium_cf_62236_A,,,,,,,,,,,,,,0.005901132860314287,,,,,,0.012936030323000001,,0.006793120581149375,,,,0.011984556891071429,,,,,,,,,,,0.006765687634844445,,0.00944669198984,,,,,,,,,0.006910646325266667,0.0059250014824,,,,,,,,,,0.013742039258142859,,,0.03859477551906923,0.004903990665038889,,,,,,,,0.008757830291116665
Faecalibacterium_cf_62236_B,,,,,,,,,,,,,,0.007868177147085714,,,,,,0.0051744121292,,0.0030877820823406246,,,,0.004793822756428571,,,,,,,,,,,0.008457109543555557,,0.014170037984759997,,,,,,,,,0.013821292650533331,0.0059250014824,,,,,,,,,,0.018322719010857143,,,0.01715323356403077,0.003923192532031111,,,,,,,,0.006255593065083334
Anaerostipes_hadrus_55206_A,,,,,,,,,,,,,,,,,0.04299616517338837,,,,0.00819574538525,,,,0.014890958835253846,0.008271625564622222,,,,,,,,,,,,,,,,,,,0.0085725231037,,,,0.00638694048493125,,,,,,,,,,,,,0.011041605428685715,0.006385482296760001,,,,0.012573597501381794,,,,0.010031295386171427
Anaerostipes_hadrus_55206_B,,,,,,,,,,,,,,,,,0.01664367684131163,,,,0.00819574538525,,,,0.012763679001646154,0.010339531955777779,,,,,,,,,,,,,,,,,,,0.0085725231037,,,,0.00496762037716875,,,,,,,,,,,,,0.008281204071514288,0.00425698819784,,,,0.010889096400718204,,,,0.007523471539628571
Eubacterium_ventriosum_61474_A,,,0.0363340215377,0.0597903177575,,,,,,,,,,0.0180646240004,,,,0.018657147880599998,,,,,,0.033749103102700004,0.024886238091099997,,0.036150430882699994,,,,,,,,,,,,,,,,,,,,,,,,,0.029073985595400004,,,,0.029636588371200003,,,,,,,,,,,,,,,
Burkholderiales_bacterium_56577_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011882883280827273,,,,,,,,,,,,,,,,,,,,,0.0068015895911333335,0.01096982310705,,0.008130378852342858,,,,,,,,,,,,,,,,,,,
Burkholderiales_bacterium_56577_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017164164738972726,,,,,,,,,,,,,,,,,,,,,0.003400794795566667,0.01096982310705,,0.010840505136457143,,,,,,,,,,,,,,,,,,,
Clostridiales_bacterium_61057_A,,,,,,,,,,,,,,,,,0.021848610694900003,,,,,,,,,0.014806318322299998,,,,,0.0210647046532,,0.022134429668,,,,,0.03480327852,,,,,,,,,,,,,,,,,,,,,,,,0.014814327472800001,,,,,,,,,0.0150789856779
Bifidobacterium_pseudocatenulatum_57754_A,,,,,,,,,,,,,,,,,0.005190666667989474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01024034431163077
Bifidobacterium_pseudocatenulatum_57754_B,,,,,,,,,,,,,,,,,0.011246444447310527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00640021519476923
Ruminococcus_callidus_61479_A,,,0.0137193492252,,,,,,0.0172664872768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
